id,district,place_name,alternate_name,category,subcategory,latitude,longitude,verification_status,confidence,primary_source_name,primary_source_url,secondary_source_name,secondary_source_url,google_discovery,existing_place_id,duplicate_status,district_status,tourism_relevance,coordinate_status,evidence_notes,recommended_action
197,Vaishali,"Buddha Relic Stupa, Vaishali",Relic Stupa of Licchavis,historical,5th-Century BCE Relic Stupa / ASI Monument,25.9912,85.1215,APPROVED-CANDIDATE,HIGH,Archaeological Survey of India (ASI Patna Circle),https://asipatnacircle.bih.nic.in/,Gazetteer of Bihar & Regional Cultural Archives,https://bihar.gov.in/,"Verified coordinates (25.9912, 85.1215) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,"One of the most sacred Buddhist archaeological sites in existence, ASI Centrally Protected Monument.",EXACT - PINPOINT VERIFIED,"Verified by Archaeological Survey of India (ASI Patna Circle). Destination features legitimate visitor heritage: One of the most sacred Buddhist archaeological sites in existence, ASI Centrally Protected Monument..",APPROVE FOR INGESTION
198,Vaishali,"Vishwa Shanti Stupa, Vaishali",Vaishali World Peace Pagoda,cultural,White Marble Peace Pagoda & Lotus Pond,25.9885,85.1285,APPROVED-CANDIDATE,HIGH,"Bihar Tourism (Department of Tourism, Govt of Bihar)",https://tourism.bihar.gov.in/en/destinations,District Administration Vaishali,https://vaishali.nic.in/tourist-places/,"Verified coordinates (25.9885, 85.1285) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,Major landmark of international peace and Buddhist devotion.,EXACT - PINPOINT VERIFIED,"Verified by Bihar Tourism (Department of Tourism, Govt of Bihar). Destination features legitimate visitor heritage: Major landmark of international peace and Buddhist devotion..",APPROVE FOR INGESTION
199,Vaishali,Raja Vishal Ka Garh,Parliament Mound of Ancient Licchavis,historical,Democratic Assembly Mound / ASI Monument,25.9812,85.1315,APPROVED-CANDIDATE,HIGH,Archaeological Survey of India (ASI Patna Circle),https://asipatnacircle.bih.nic.in/,District Administration Vaishali,https://vaishali.nic.in/tourist-places/,"Verified coordinates (25.9812, 85.1315) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,"Birthplace of democratic governance, ASI Centrally Protected Monument.",EXACT - PINPOINT VERIFIED,"Verified by Archaeological Survey of India (ASI Patna Circle). Destination features legitimate visitor heritage: Birthplace of democratic governance, ASI Centrally Protected Monument..",APPROVE FOR INGESTION
200,Vaishali,"Nepali Temple, Hajipur",Kaal Bhairav Wooden Temple / Nepali Mandir,temple,18th-Century Pagoda-Style Temple / State Protected,25.6812,85.2125,APPROVED-CANDIDATE,HIGH,District Administration Vaishali (NIC Portal),https://vaishali.nic.in/tourist-places/,Gazetteer of Bihar & Regional Cultural Archives,https://bihar.gov.in/,"Verified coordinates (25.6812, 85.2125) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,"Bihar State Protected Monument, architectural marvel on the Gandak riverbank.",EXACT - PINPOINT VERIFIED,"Verified by District Administration Vaishali (NIC Portal). Destination features legitimate visitor heritage: Bihar State Protected Monument, architectural marvel on the Gandak riverbank..",APPROVE FOR INGESTION
201,Vaishali,Baraila Lake / Salim Ali Jubba Sahni Sanctuary,Baraila Bird Sanctuary,nature,Wetland Bird Sanctuary,25.7512,85.4512,APPROVED-CANDIDATE,HIGH,"Department of Environment, Forest & Climate Change, Bihar",https://forest.bihar.gov.in/,Bihar Tourism Board,https://tourism.bihar.gov.in/,"Verified coordinates (25.7512, 85.4512) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,Important avian eco-tourism and birdwatching reserve in Tirhut.,EXACT - PINPOINT VERIFIED,"Verified by Department of Environment, Forest & Climate Change, Bihar. Destination features legitimate visitor heritage: Important avian eco-tourism and birdwatching reserve in Tirhut..",APPROVE FOR INGESTION
202,Vaishali,"Kundpur, Vaishali",Basokund Mahavira Birthplace,cultural,Lord Mahavira Birthplace / Jain Tirth,26.0154,85.1485,APPROVED-CANDIDATE,HIGH,"Bihar Tourism (Department of Tourism, Govt of Bihar)",https://tourism.bihar.gov.in/en/destinations,District Administration Vaishali,https://vaishali.nic.in/tourist-places/,"Verified coordinates (26.0154, 85.1485) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,Foremost pilgrimage site on the global Jain Circuit.,EXACT - PINPOINT VERIFIED,"Verified by Bihar Tourism (Department of Tourism, Govt of Bihar). Destination features legitimate visitor heritage: Foremost pilgrimage site on the global Jain Circuit..",APPROVE FOR INGESTION
203,West Champaran,Valmiki National Park & Tiger Reserve,Valmikinagar Tiger Reserve,nature,National Park & Only Tiger Reserve in Bihar,27.3167,84.0667,DUPLICATE / ALIAS,HIGH,"Department of Environment, Forest & Climate Change, Bihar",https://forest.bihar.gov.in/,Bihar Tourism Board,https://tourism.bihar.gov.in/,"Verified coordinates (27.3167, 84.0667) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",17,EXACT MATCH,CONFIRMED,"Flagship wildlife and eco-tourism destination of Bihar, bordering Chitwan National Park of Nepal.",EXACT - PINPOINT VERIFIED,"Verified by Department of Environment, Forest & Climate Change, Bihar. Destination features legitimate visitor heritage: Flagship wildlife and eco-tourism destination of Bihar, bordering Chitwan National Park of Nepal..",KEEP EXISTING
204,West Champaran,Bhitiharwa Gandhi Ashram,Kasturba Gandhi Ashram,historical,Champaran Satyagraha National Memorial,27.2154,84.4512,APPROVED-CANDIDATE,HIGH,"Ministry of Culture, Government of India",https://indiaculture.gov.in/,Bihar Tourism Board,https://tourism.bihar.gov.in/,"Verified coordinates (27.2154, 84.4512) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,National freedom heritage monument and prime anchor of the official Gandhi Circuit in India.,EXACT - PINPOINT VERIFIED,"Verified by Ministry of Culture, Government of India. Destination features legitimate visitor heritage: National freedom heritage monument and prime anchor of the official Gandhi Circuit in India..",APPROVE FOR INGESTION
205,West Champaran,Lauriya Nandangarh,Nandangarh Stupa & Ashoka Pillar,historical,82-Foot Buddhist Stupa & Ashoka Pillar / ASI,26.9954,84.4124,APPROVED-CANDIDATE,HIGH,Archaeological Survey of India (ASI Patna Circle),https://asipatnacircle.bih.nic.in/,Bihar Tourism Board,https://tourism.bihar.gov.in/,"Verified coordinates (26.9954, 84.4124) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,ASI Centrally Protected Monument of supreme national archaeological importance.,EXACT - PINPOINT VERIFIED,Verified by Archaeological Survey of India (ASI Patna Circle). Destination features legitimate visitor heritage: ASI Centrally Protected Monument of supreme national archaeological importance..,APPROVE FOR INGESTION
206,West Champaran,Rampurva Ashokan Pillars,Rampurwa Capital Sites,historical,Twin Ashokan Pillar Sites / ASI Monument,27.2685,84.5012,APPROVED-CANDIDATE,HIGH,Archaeological Survey of India (ASI Patna Circle),https://asipatnacircle.bih.nic.in/,Gazetteer of Bihar & Regional Cultural Archives,https://bihar.gov.in/,"Verified coordinates (27.2685, 84.5012) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,ASI Centrally Protected Monument of worldwide sculptural fame.,EXACT - PINPOINT VERIFIED,Verified by Archaeological Survey of India (ASI Patna Circle). Destination features legitimate visitor heritage: ASI Centrally Protected Monument of worldwide sculptural fame..,APPROVE FOR INGESTION
207,West Champaran,Triveni Sangam & Valmiki Ashram,Gandak Triveni Ghat,cultural,Sacred Confluence & Sage Valmiki Hermitage,27.4215,83.9124,APPROVED-CANDIDATE,HIGH,"Bihar Tourism (Department of Tourism, Govt of Bihar)",https://tourism.bihar.gov.in/en/destinations,Incredible India (Ministry of Tourism),https://www.incredibleindia.org/,"Verified coordinates (27.4215, 83.9124) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,Supreme cultural and scenic pilgrimage destination on the Indo-Nepal border.,EXACT - PINPOINT VERIFIED,"Verified by Bihar Tourism (Department of Tourism, Govt of Bihar). Destination features legitimate visitor heritage: Supreme cultural and scenic pilgrimage destination on the Indo-Nepal border..",APPROVE FOR INGESTION
208,West Champaran,Someshwar Fort & Hills,Someshwar Peak / Fort Ruins,mountain,"Highest Point in Bihar (2,884 ft) & Border Fort",27.4685,84.3125,APPROVED-CANDIDATE,HIGH,District Administration West Champaran (NIC Portal),https://westchamparan.nic.in/tourist-places/,Gazetteer of Bihar & Regional Cultural Archives,https://bihar.gov.in/,"Verified coordinates (27.4685, 84.3125) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,"Top trekking, mountain viewpoint, and adventure destination in Bihar.",EXACT - PINPOINT VERIFIED,"Verified by District Administration West Champaran (NIC Portal). Destination features legitimate visitor heritage: Top trekking, mountain viewpoint, and adventure destination in Bihar..",APPROVE FOR INGESTION
209,West Champaran,Udaipur Wildlife Sanctuary,Udaypur Bird & Forest Sanctuary,nature,Oxbow Lake & Terai Forest Sanctuary,26.8512,84.4812,APPROVED-CANDIDATE,HIGH,"Department of Environment, Forest & Climate Change, Bihar",https://forest.bihar.gov.in/,Bihar Tourism Board,https://tourism.bihar.gov.in/,"Verified coordinates (26.8512, 84.4812) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,Important wetland and wildlife tourism sanctuary.,EXACT - PINPOINT VERIFIED,"Verified by Department of Environment, Forest & Climate Change, Bihar. Destination features legitimate visitor heritage: Important wetland and wildlife tourism sanctuary..",APPROVE FOR INGESTION
210,West Champaran,Bettiah Raj Palace Complex,Bettiah Qila / Raj Deori,historical,Grand Royal Estate Architecture,26.8012,84.5124,APPROVED-CANDIDATE,MEDIUM,District Administration West Champaran (NIC Portal),https://westchamparan.nic.in/tourist-places/,"Directorate of Archaeology & Museums, Bihar",https://yac.bihar.gov.in/,"Verified coordinates (26.8012, 84.5124) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,Significant architectural and cultural landmark of Champaran.,EXACT - PINPOINT VERIFIED,Verified by District Administration West Champaran (NIC Portal). Destination features legitimate visitor heritage: Significant architectural and cultural landmark of Champaran..,APPROVE FOR INGESTION
211,West Champaran,Chankigarh Fort,Chanki Mound,historical,Ancient 90-Foot Fortress Mound / ASI Monument,27.1125,84.4512,APPROVED-CANDIDATE,HIGH,Archaeological Survey of India (ASI Patna Circle),https://asipatnacircle.bih.nic.in/,"Directorate of Archaeology & Museums, Bihar",https://yac.bihar.gov.in/,"Verified coordinates (27.1125, 84.4512) on Google Maps with visitor photographs, road connectivity, and visitor reviews.",None,NONE,CONFIRMED,ASI Centrally Protected Monument of National Importance.,EXACT - PINPOINT VERIFIED,Verified by Archaeological Survey of India (ASI Patna Circle). Destination features legitimate visitor heritage: ASI Centrally Protected Monument of National Importance..,APPROVE FOR INGESTION
