full_path,filename,extension,size_bytes,category,purpose,referenced_by,dependencies,safe_to_move,is_temporary,secret_present
D:\HiddenYatra\scratch\fix_acc_qmarks.py,fix_acc_qmarks.py,.py,933,K. DEVELOPMENT SCRIPTS,Development script or scratch automation,No direct code references found,"import sys, io; from dotenv import load_dotenv; from models.database import get_cursor",YES (SAFE TO MOVE),YES,NO
D:\HiddenYatra\scratch\fix_db_qmarks.py,fix_db_qmarks.py,.py,2251,K. DEVELOPMENT SCRIPTS,"Database insertion, repair, or migration helper",No direct code references found,"import sys, io; from dotenv import load_dotenv; from models.database import get_cursor",YES (SAFE TO MOVE),YES,NO
D:\HiddenYatra\scratch\fix_famous_for.py,fix_famous_for.py,.py,4873,K. DEVELOPMENT SCRIPTS,Development script or scratch automation,scratch/generate_all_structure_audit_reports.py,"import sys, os; from dotenv import load_dotenv; from models.connection import get_db",YES (SAFE TO MOVE),YES,NO
D:\HiddenYatra\scratch\full_audit.py,full_audit.py,.py,11015,K. DEVELOPMENT SCRIPTS,Development inspection or diagnostic script,No direct code references found,"import sys, os, json; from dotenv import load_dotenv; from models.connection import get_db; import re",YES (SAFE TO MOVE),YES,NO
D:\HiddenYatra\scratch\g4a_01_rajgir_2d.png,g4a_01_rajgir_2d.png,.png,21571,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",scratch/generate_all_structure_audit_reports.py; scratch/generate_g4a_proof_screenshots.py,None,YES (SAFE TO MOVE),YES,NO
D:\HiddenYatra\scratch\g4a_02_rajgir_3d_tilt50.png,g4a_02_rajgir_3d_tilt50.png,.png,39748,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",scratch/generate_all_structure_audit_reports.py; scratch/generate_g4a_proof_screenshots.py,None,YES (SAFE TO MOVE),YES,NO
D:\HiddenYatra\scratch\g4a_03_rajgir_3d_heading90.png,g4a_03_rajgir_3d_heading90.png,.png,37277,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",scratch/generate_g4a_proof_screenshots.py,None,YES (SAFE TO MOVE),YES,NO
D:\HiddenYatra\scratch\g4a_04_rajgir_3d_heading180.png,g4a_04_rajgir_3d_heading180.png,.png,39018,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",scratch/generate_g4a_proof_screenshots.py,None,YES (SAFE TO MOVE),YES,NO
D:\HiddenYatra\scratch\g4a_05_rajgir_3d_exaggeration1_0.png,g4a_05_rajgir_3d_exaggeration1_0.png,.png,47561,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",scratch/generate_g4a_proof_screenshots.py,None,YES (SAFE TO MOVE),YES,NO
D:\HiddenYatra\scratch\g4a_06_rajgir_3d_exaggeration2_5.png,g4a_06_rajgir_3d_exaggeration2_5.png,.png,49024,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",scratch/generate_g4a_proof_screenshots.py,None,YES (SAFE TO MOVE),YES,NO
D:\HiddenYatra\scratch\g4a_07_g2_marker_above_terrain.png,g4a_07_g2_marker_above_terrain.png,.png,51018,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",scratch/generate_g4a_proof_screenshots.py,None,YES (SAFE TO MOVE),YES,NO
D:\HiddenYatra\scratch\g4a_08_g3_vector_layer_with_terrain.png,g4a_08_g3_vector_layer_with_terrain.png,.png,51760,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",scratch/generate_g4a_proof_screenshots.py,None,YES (SAFE TO MOVE),YES,NO
D:\HiddenYatra\scratch\g4a_09_return_to_2d.png,g4a_09_return_to_2d.png,.png,21571,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",scratch/generate_g4a_proof_screenshots.py,None,YES (SAFE TO MOVE),YES,NO
D:\HiddenYatra\scratch\g4a_10_webgl_fallback.png,g4a_10_webgl_fallback.png,.png,7519,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",scratch/generate_g4a_proof_screenshots.py,None,YES (SAFE TO MOVE),YES,NO
D:\HiddenYatra\scratch\generate_all_structure_audit_reports.py,generate_all_structure_audit_reports.py,.py,53169,K. DEVELOPMENT SCRIPTS,Development inspection or diagnostic script,No direct code references found,import os; import sys; import re; import csv; import json; from pathlib import Path,YES (SAFE TO MOVE),YES,NO
D:\HiddenYatra\scratch\generate_batch4_preview.py,generate_batch4_preview.py,.py,29550,K. DEVELOPMENT SCRIPTS,Development script or scratch automation,No direct code references found,import csv; import os,YES (SAFE TO MOVE),YES,NO
D:\HiddenYatra\scratch\generate_batch5_preview_artifacts.py,generate_batch5_preview_artifacts.py,.py,32213,K. DEVELOPMENT SCRIPTS,Development script or scratch automation,No direct code references found,import csv; import os,YES (SAFE TO MOVE),YES,NO
D:\HiddenYatra\scratch\generate_batch6_artifacts.py,generate_batch6_artifacts.py,.py,23586,K. DEVELOPMENT SCRIPTS,Development script or scratch automation,No direct code references found,import sys; import os; import csv; import math; from dotenv import load_dotenv; load_dotenv(); from models.connection import get_cursor,YES (SAFE TO MOVE),YES,NO
D:\HiddenYatra\scratch\generate_batch6_markdown.py,generate_batch6_markdown.py,.py,46482,K. DEVELOPMENT SCRIPTS,Development script or scratch automation,No direct code references found,import sys; import os; from dotenv import load_dotenv; load_dotenv(),YES (SAFE TO MOVE),YES,NO
D:\HiddenYatra\scratch\generate_batch7_csvs.py,generate_batch7_csvs.py,.py,34510,K. DEVELOPMENT SCRIPTS,Development script or scratch automation,No direct code references found,import sys; import os; import csv; import math; import re; import pymysql,YES (SAFE TO MOVE),YES,YES
D:\HiddenYatra\scratch\generate_batch8_csvs.py,generate_batch8_csvs.py,.py,23856,K. DEVELOPMENT SCRIPTS,Development script or scratch automation,No direct code references found,import csv; import sys; import math; from models.connection import get_db,YES (SAFE TO MOVE),YES,NO
D:\HiddenYatra\scratch\generate_batch9_artifacts.py,generate_batch9_artifacts.py,.py,24932,K. DEVELOPMENT SCRIPTS,Development script or scratch automation,No direct code references found,import csv; import sys; import os; import math; import shutil; from models.connection import get_db,YES (SAFE TO MOVE),YES,NO
D:\HiddenYatra\scratch\generate_batch9_markdown_artifacts.py,generate_batch9_markdown_artifacts.py,.py,47487,K. DEVELOPMENT SCRIPTS,Development script or scratch automation,No direct code references found,import os; import sys; import shutil,YES (SAFE TO MOVE),YES,NO
D:\HiddenYatra\scratch\generate_bihar_water_geojson.py,generate_bihar_water_geojson.py,.py,24542,K. DEVELOPMENT SCRIPTS,Development script or scratch automation,No direct code references found,import json; import os,YES (SAFE TO MOVE),YES,NO
D:\HiddenYatra\scratch\generate_factcheck_md.py,generate_factcheck_md.py,.py,73562,K. DEVELOPMENT SCRIPTS,Development inspection or diagnostic script,No direct code references found,import os; import csv,YES (SAFE TO MOVE),YES,NO
D:\HiddenYatra\scratch\generate_g4a_proof_screenshots.py,generate_g4a_proof_screenshots.py,.py,9038,G. IMAGES / MEDIA,"Visual media, icon, screenshot, or banner asset",No direct code references found,"import os; import sys; import math; from PIL import Image, ImageDraw",YES (SAFE TO MOVE),YES,NO
D:\HiddenYatra\scratch\generate_inventory.py,generate_inventory.py,.py,7914,K. DEVELOPMENT SCRIPTS,Development script or scratch automation,No direct code references found,import os; import re; import json; from html.parser import HTMLParser,YES (SAFE TO MOVE),YES,NO
D:\HiddenYatra\scratch\generate_post_batch6_report.py,generate_post_batch6_report.py,.py,18565,K. DEVELOPMENT SCRIPTS,Development script or scratch automation,No direct code references found,import os; import sys,YES (SAFE TO MOVE),YES,NO
D:\HiddenYatra\scratch\hiddenyatra_prod_backup.sql,hiddenyatra_prod_backup.sql,.sql,182846,H. DATABASE,"SQL database schema, migration, or backup dump",scratch/convert_backup.ps1,None,YES (SAFE TO MOVE),YES,NO
D:\HiddenYatra\scratch\homestays_dump.json,homestays_dump.json,.json,27628,P. TEMPORARY / DEBUG,Temporary diagnostic dump or test report JSON,scratch/generate_all_structure_audit_reports.py,None,YES (SAFE TO MOVE),YES,NO
D:\HiddenYatra\scratch\http_audit.py,http_audit.py,.py,1881,K. DEVELOPMENT SCRIPTS,Development inspection or diagnostic script,No direct code references found,"import urllib.request, json, sys; import re",YES (SAFE TO MOVE),YES,NO
D:\HiddenYatra\scratch\inspect_accommodations.py,inspect_accommodations.py,.py,1608,K. DEVELOPMENT SCRIPTS,Development inspection or diagnostic script,No direct code references found,import os; import sys; from dotenv import load_dotenv; from models.connection import get_db,YES (SAFE TO MOVE),YES,NO
D:\HiddenYatra\scratch\inspect_acc_specs_qmarks.py,inspect_acc_specs_qmarks.py,.py,968,K. DEVELOPMENT SCRIPTS,Development inspection or diagnostic script,No direct code references found,"import sys, io; from dotenv import load_dotenv; from models.database import get_cursor",YES (SAFE TO MOVE),YES,NO
D:\HiddenYatra\scratch\inspect_all_districts.py,inspect_all_districts.py,.py,843,K. DEVELOPMENT SCRIPTS,Development inspection or diagnostic script,No direct code references found,import sys; from models.connection import get_db,YES (SAFE TO MOVE),YES,NO
D:\HiddenYatra\scratch\inspect_bihar_subdistricts.py,inspect_bihar_subdistricts.py,.py,2466,K. DEVELOPMENT SCRIPTS,Development inspection or diagnostic script,No direct code references found,import urllib.request; import json; import os,YES (SAFE TO MOVE),YES,NO
D:\HiddenYatra\scratch\inspect_candidates_detail.py,inspect_candidates_detail.py,.py,3117,K. DEVELOPMENT SCRIPTS,Development inspection or diagnostic script,No direct code references found,import sys; import os; import csv; import math; from dotenv import load_dotenv; load_dotenv(); from models.connection import get_cursor,YES (SAFE TO MOVE),YES,NO
D:\HiddenYatra\scratch\inspect_candidate_details.py,inspect_candidate_details.py,.py,936,K. DEVELOPMENT SCRIPTS,Development inspection or diagnostic script,No direct code references found,import sys; import os; import csv; import math; from dotenv import load_dotenv; load_dotenv(); from models.connection import get_cursor,YES (SAFE TO MOVE),YES,NO
D:\HiddenYatra\scratch\inspect_candidate_pool.py,inspect_candidate_pool.py,.py,1879,K. DEVELOPMENT SCRIPTS,Development inspection or diagnostic script,No direct code references found,import csv; import sys; from models.connection import get_db,YES (SAFE TO MOVE),YES,NO
D:\HiddenYatra\scratch\inspect_candidate_pool_batch9.py,inspect_candidate_pool_batch9.py,.py,787,K. DEVELOPMENT SCRIPTS,Development inspection or diagnostic script,No direct code references found,import sys; import os; import scratch.reconcile_candidates as rc,YES (SAFE TO MOVE),YES,NO
D:\HiddenYatra\scratch\inspect_console_errors.py,inspect_console_errors.py,.py,719,K. DEVELOPMENT SCRIPTS,Development inspection or diagnostic script,No direct code references found,import sys; from selenium import webdriver; from selenium.webdriver.chrome.options import Options,YES (SAFE TO MOVE),YES,NO
D:\HiddenYatra\scratch\inspect_csv.py,inspect_csv.py,.py,488,K. DEVELOPMENT SCRIPTS,Development inspection or diagnostic script,No direct code references found,import csv,YES (SAFE TO MOVE),YES,NO
D:\HiddenYatra\scratch\inspect_districts.py,inspect_districts.py,.py,600,K. DEVELOPMENT SCRIPTS,Development inspection or diagnostic script,No direct code references found,import sys; from dotenv import load_dotenv; from models.connection import get_cursor,YES (SAFE TO MOVE),YES,NO
D:\HiddenYatra\scratch\inspect_districts_exact.py,inspect_districts_exact.py,.py,953,K. DEVELOPMENT SCRIPTS,Development inspection or diagnostic script,No direct code references found,import sys; from models.connection import get_db,YES (SAFE TO MOVE),YES,NO
D:\HiddenYatra\scratch\inspect_existing_listings_details.py,inspect_existing_listings_details.py,.py,1828,K. DEVELOPMENT SCRIPTS,Development inspection or diagnostic script,No direct code references found,import sys; from dotenv import load_dotenv; from models.connection import get_cursor,YES (SAFE TO MOVE),YES,NO
D:\HiddenYatra\scratch\inspect_host_columns.py,inspect_host_columns.py,.py,1062,K. DEVELOPMENT SCRIPTS,Development inspection or diagnostic script,No direct code references found,import sys; from dotenv import load_dotenv; from models.connection import get_cursor,YES (SAFE TO MOVE),YES,NO
D:\HiddenYatra\scratch\inspect_host_listings.py,inspect_host_listings.py,.py,3113,K. DEVELOPMENT SCRIPTS,Development inspection or diagnostic script,No direct code references found,import os; import sys; import json; from dotenv import load_dotenv; from models.connection import get_db,YES (SAFE TO MOVE),YES,NO
D:\HiddenYatra\scratch\inspect_local_district.py,inspect_local_district.py,.py,2563,K. DEVELOPMENT SCRIPTS,Development inspection or diagnostic script,No direct code references found,"import os, sys; import json; from models.connection import get_cursor",YES (SAFE TO MOVE),YES,NO
D:\HiddenYatra\scratch\inspect_p0_p1.py,inspect_p0_p1.py,.py,3728,K. DEVELOPMENT SCRIPTS,Development inspection or diagnostic script,scratch/inspect_p1_distinct.py,import sys; import os; import csv; import math; from dotenv import load_dotenv; load_dotenv(); from models.connection import get_cursor,YES (SAFE TO MOVE),YES,NO
D:\HiddenYatra\scratch\inspect_p0_p1_remaining.py,inspect_p0_p1_remaining.py,.py,1725,K. DEVELOPMENT SCRIPTS,Development inspection or diagnostic script,No direct code references found,"import csv, sys, os, pymysql, dotenv",YES (SAFE TO MOVE),YES,YES
D:\HiddenYatra\scratch\inspect_p1_distinct.py,inspect_p1_distinct.py,.py,615,K. DEVELOPMENT SCRIPTS,Development inspection or diagnostic script,No direct code references found,import sys; import os; import csv; from scratch.inspect_p0_p1 import uninserted_p0_p1,YES (SAFE TO MOVE),YES,NO
D:\HiddenYatra\scratch\inspect_places_by_district.py,inspect_places_by_district.py,.py,430,K. DEVELOPMENT SCRIPTS,Development inspection or diagnostic script,No direct code references found,import sys; from dotenv import load_dotenv; load_dotenv(); from models.connection import get_cursor,YES (SAFE TO MOVE),YES,NO
D:\HiddenYatra\scratch\inspect_places_cols.py,inspect_places_cols.py,.py,712,K. DEVELOPMENT SCRIPTS,Development inspection or diagnostic script,No direct code references found,import os; import sys; from dotenv import load_dotenv; from models.connection import get_db,YES (SAFE TO MOVE),YES,NO
D:\HiddenYatra\scratch\inspect_places_sample.py,inspect_places_sample.py,.py,656,K. DEVELOPMENT SCRIPTS,Development inspection or diagnostic script,No direct code references found,import sys; from dotenv import load_dotenv; from models.connection import get_cursor,YES (SAFE TO MOVE),YES,NO
